,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
347,397,Voldemort stole Helga Hufflepuff's cup from an old woman named Hepzibah Smith. What was the name of her house-elf?,Hokey.,"['voldemort', 'steal', 'helga', 'hufflepuffs', 'cup', 'old', 'woman', 'name', 'hepzibah', 'smith', 'what', 'be', 'houseelf']",['hokey'],"['voldemort', 'steal', 'helga', 'hufflepuffs', 'cup', 'old', 'woman', 'name', 'hepzibah', 'smith', 'what', 'be', 'houseelf', 'hokey']","['what', 'name']",True,FR,False,21,1
348,398,Who is Stan Shunpike?,The conductor of the Knight Bus,"['who', 'be', 'stan', 'shunpike']","['conductor', 'knight', 'bus']","['who', 'be', 'stan', 'shunpike', 'conductor', 'knight', 'bus']",['who'],False,FR,False,4,6
349,399,Nearly Headless Nick is a patron house of which House?,Gryffindor,"['nearly', 'headless', 'nick', 'be', 'patron', 'house', 'which']",['gryffindor'],"['nearly', 'headless', 'nick', 'be', 'patron', 'house', 'which', 'gryffindor']",['which'],False,FR,False,10,1
350,400,Where was Harry Potter born?,Godric's Hollow,"['where', 'be', 'harry', 'potter', 'bear']","['godrics', 'hollow']","['where', 'be', 'harry', 'potter', 'bear', 'godrics', 'hollow']",['where'],False,FR,False,5,3
351,401,What's in a forgetfulness potion?,Lethe Water,"['whats', 'forgetfulness', 'potion']","['lethe', 'water']","['whats', 'forgetfulness', 'potion', 'lethe', 'water']",['whats'],False,FR,False,6,2
352,402,What is the name of the magical map that shows the entire layout of Hogwarts?,Marauder's Map,"['what', 'be', 'name', 'magical', 'map', 'show', 'entire', 'layout', 'hogwarts']","['marauder', 'map']","['what', 'be', 'name', 'magical', 'map', 'show', 'entire', 'layout', 'hogwarts', 'marauder']","['what', 'name']",False,FR,False,15,3
353,404,What is the name of the three-headed dog guarding the trapdoor in Harry Potter and the Sorcerer's Stone?,Fluffy,"['what', 'be', 'name', 'threeheaded', 'dog', 'guard', 'trapdoor', 'harry', 'potter', 'sorcerer', 'stone']",['fluffy'],"['what', 'be', 'name', 'threeheaded', 'dog', 'guard', 'trapdoor', 'harry', 'potter', 'sorcerer', 'stone', 'fluffy']","['what', 'name']",False,FR,False,20,1
354,405,What item in the Headmaster's Office allows you to review bottled up memories?,The Pensieve,"['what', 'item', 'headmaster', 'office', 'allow', 'review', 'bottle', 'memory']",['pensieve'],"['what', 'item', 'headmaster', 'office', 'allow', 'review', 'bottle', 'memory', 'pensieve']",['what'],True,FR,False,14,2
355,406,What does the Drought Charm cause?,Dryness,"['what', 'do', 'drought', 'charm', 'cause']",['dryness'],"['what', 'do', 'drought', 'charm', 'cause', 'dryness']","['what', 'do']",False,FR,False,6,1
356,407,What magical artefact creates the Elixir of Life?,Philosopher's Stone,"['what', 'magical', 'artefact', 'create', 'elixir', 'life']","['philosopher', 'stone']","['what', 'magical', 'artefact', 'create', 'elixir', 'life', 'philosopher', 'stone']",['what'],False,FR,False,8,3
357,408,Who is in the first memory Professor Dumbledore shows Harry in the Pensieve?,"Bob Ogden, an employee of the Department of Magical Law Enforcement","['who', 'be', 'first', 'memory', 'professor', 'dumbledore', 'show', 'harry', 'pensieve']","['bob', 'ogden', 'employee', 'department', 'magical', 'law', 'enforcement']","['who', 'be', 'first', 'memory', 'professor', 'dumbledore', 'show', 'harry', 'pensieve', 'bob', 'ogden', 'employee', 'department', 'magical', 'law', 'enforcement']",['who'],False,FR,False,13,11
358,410,Where did the Goblin Rebellion of 1612 take place?,Hogsmeade Village,"['where', 'do', 'goblin', 'rebellion', 'take', 'place']","['hogsmeade', 'village']","['where', 'do', 'goblin', 'rebellion', 'take', 'place', 'hogsmeade', 'village']","['where', 'do']",False,FR,False,9,2
359,412,What is Ron's favorite Quidditch team?,Chudley Cannons,"['what', 'be', 'ron', 'favorite', 'quidditch', 'team']","['chudley', 'cannon']","['what', 'be', 'ron', 'favorite', 'quidditch', 'team', 'chudley', 'cannon']",['what'],False,FR,False,7,2
360,414,The visitor’s entrance to the Ministry of Magic is an abandoned red telephone booth in London. What is the five-digit code you must dial to get in?,6-2-4-4-2. (Bonus: This spells M-A-G-I-C on a phone's keypad.),"['visitor', 'entrance', 'ministry', 'magic', 'be', 'abandon', 'red', 'telephone', 'booth', 'london', 'what', 'fivedigit', 'code', 'must', 'dial', 'get']","['bonus', 'spell', 'magic', 'phone', 'keypad']","['visitor', 'entrance', 'ministry', 'magic', 'be', 'abandon', 'red', 'telephone', 'booth', 'london', 'what', 'fivedigit', 'code', 'must', 'dial', 'get', 'bonus', 'spell', 'phone', 'keypad']",['what'],False,FR,False,29,18
361,415,Which spell did Hermione use to release the dragon from Gringotts Bank?,Revulsion Jinx,"['which', 'spell', 'do', 'hermione', 'use', 'release', 'dragon', 'gringotts', 'bank']","['revulsion', 'jinx']","['which', 'spell', 'do', 'hermione', 'use', 'release', 'dragon', 'gringotts', 'bank', 'revulsion', 'jinx']","['which', 'do']",False,FR,False,12,2
362,416,What is the incantation for the Disarming Spell?,Expelliarmus,"['what', 'be', 'incantation', 'disarm', 'spell']",['expelliarmus'],"['what', 'be', 'incantation', 'disarm', 'spell', 'expelliarmus']",['what'],False,FR,False,8,1
363,417,What does the boggart turn into when Mrs. Weasley sees it?,Her entire family and Harry lying dead on the floor,"['what', 'do', 'boggart', 'turn', 'when', 'mr', 'weasley', 'see']","['entire', 'family', 'harry', 'lie', 'dead', 'floor']","['what', 'do', 'boggart', 'turn', 'when', 'mr', 'weasley', 'see', 'entire', 'family', 'harry', 'lie', 'dead', 'floor']","['what', 'when', 'do']",False,FR,False,11,10
364,418,"When Professor Snape takes over Professor Lupin’s Defense Against the Dark Arts class, which page does he ask the students to turn to?",Page 394 (the page on werewolves),"['when', 'professor', 'snape', 'take', 'lupin', 'defense', 'dark', 'art', 'class', 'which', 'page', 'do', 'ask', 'student', 'turn']","['page', 'werewolf']","['when', 'professor', 'snape', 'take', 'lupin', 'defense', 'dark', 'art', 'class', 'which', 'page', 'do', 'ask', 'student', 'turn', 'werewolf']","['when', 'which', 'do']",False,FR,False,24,6
365,419,Which dry ingredient is used in a wideye potion?,Billywig Sting,"['which', 'dry', 'ingredient', 'be', 'use', 'wideye', 'potion']","['billywig', 'sting']","['which', 'dry', 'ingredient', 'be', 'use', 'wideye', 'potion', 'billywig', 'sting']",['which'],False,FR,False,9,2
366,420,What did Fred and George Weasley call their joke shop?,Weasleys’ Wizard Wheezes,"['what', 'do', 'fred', 'george', 'weasley', 'call', 'joke', 'shop']","['weasleys', 'wizard', 'wheeze']","['what', 'do', 'fred', 'george', 'weasley', 'call', 'joke', 'shop', 'weasleys', 'wizard', 'wheeze']","['what', 'do']",True,FR,False,10,3
367,422,What became outlawed after the Warlock's Convention of 1709?,Dragon breeding.,"['what', 'become', 'outlawed', 'warlock', 'convention']","['dragon', 'breeding']","['what', 'become', 'outlawed', 'warlock', 'convention', 'dragon', 'breeding']",['what'],False,FR,False,10,2
368,423,Who is the Herbology professor?,Professor Sprout,"['who', 'be', 'herbology', 'professor']","['professor', 'sprout']","['who', 'be', 'herbology', 'professor', 'sprout']",['who'],False,FR,False,5,2
369,425,"Before Dumbledore, who was headmaster of Hogwarts?",Armando Dippet,"['dumbledore', 'who', 'be', 'headmaster', 'hogwarts']","['armando', 'dippet']","['dumbledore', 'who', 'be', 'headmaster', 'hogwarts', 'armando', 'dippet']",['who'],True,FR,False,7,2
370,426,What does it mean when a magical creature is classified as X by the Ministry of Magic?,Boring,"['what', 'do', 'mean', 'when', 'magical', 'creature', 'be', 'classify', 'ministry', 'magic']",['boring'],"['what', 'do', 'mean', 'when', 'magical', 'creature', 'be', 'classify', 'ministry', 'magic', 'boring']","['what', 'when', 'do']",False,FR,False,17,1
371,427,Which Wizarding school did Gellert Grindelwald attend?,Durmstrang Institute,"['which', 'wizarding', 'school', 'do', 'gellert', 'grindelwald', 'attend']","['durmstrang', 'institute']","['which', 'wizarding', 'school', 'do', 'gellert', 'grindelwald', 'attend', 'durmstrang', 'institute']","['which', 'do']",False,FR,False,7,2
372,428,What is the cure for being Petrified?,Mandrake root,"['what', 'be', 'cure', 'petrified']","['mandrake', 'root']","['what', 'be', 'cure', 'petrified', 'mandrake', 'root']",['what'],False,FR,False,7,2
373,429,What is the biggest Quidditch event?,World Cup,"['what', 'be', 'big', 'quidditch', 'event']","['world', 'cup']","['what', 'be', 'big', 'quidditch', 'event', 'world', 'cup']",['what'],False,FR,False,6,2
374,430,What is the Grim?,A spectral dog,"['what', 'be', 'grim']","['spectral', 'dog']","['what', 'be', 'grim', 'spectral', 'dog']",['what'],False,FR,False,4,3
375,431,Colovaria is also known as what?,Colour Change Charm,"['colovaria', 'be', 'also', 'know', 'what']","['colour', 'change', 'charm']","['colovaria', 'be', 'also', 'know', 'what', 'colour', 'change', 'charm']",['what'],False,FR,False,6,3
376,432,Where was Harry Potter born?,Godric's Hollow.,"['where', 'be', 'harry', 'potter', 'bear']","['godrics', 'hollow']","['where', 'be', 'harry', 'potter', 'bear', 'godrics', 'hollow']",['where'],True,FR,False,5,3
377,434,Which potion contains Fluxweed?,Polyjuice Potion,"['which', 'potion', 'contains', 'fluxweed']","['polyjuice', 'potion']","['which', 'potion', 'contains', 'fluxweed', 'polyjuice']",['which'],False,FR,False,4,2
378,435,What was Gilderoy Lockhart's best Spell?,Obliviate,"['what', 'be', 'gilderoy', 'lockharts', 'best', 'spell']",['obliviate'],"['what', 'be', 'gilderoy', 'lockharts', 'best', 'spell', 'obliviate']",['what'],False,FR,False,7,1
379,436,What other name is the Doxy commonly known by?,The Biting Fairy.,"['what', 'name', 'be', 'doxy', 'commonly', 'know']","['bite', 'fairy']","['what', 'name', 'be', 'doxy', 'commonly', 'know', 'bite', 'fairy']","['what', 'name']",False,FR,False,9,3
380,437,Which potion is commonly featured in Muggle fairy tales?,Draught of Living Death,"['which', 'potion', 'be', 'commonly', 'feature', 'muggle', 'fairy', 'tale']","['draught', 'live', 'death']","['which', 'potion', 'be', 'commonly', 'feature', 'muggle', 'fairy', 'tale', 'draught', 'live', 'death']",['which'],False,FR,False,9,4
381,438,Which was the last of Voldemort's Horcruxes to be destroyed?,Nagini,"['which', 'be', 'last', 'voldemorts', 'horcruxes', 'destroyed']",['nagini'],"['which', 'be', 'last', 'voldemorts', 'horcruxes', 'destroyed', 'nagini']",['which'],False,FR,False,11,1
382,439,Which scent attracts Hermione Granger?,"Freshly mown grass, mint toothpaste, and fresh parchment","['which', 'scent', 'attract', 'hermione', 'granger']","['freshly', 'mown', 'grass', 'mint', 'toothpaste', 'fresh', 'parchment']","['which', 'scent', 'attract', 'hermione', 'granger', 'freshly', 'mown', 'grass', 'mint', 'toothpaste', 'fresh', 'parchment']",['which'],False,FR,False,5,8
383,440,What teleportation magic do sixth-years learn at Hogwarts?,Apparition,"['what', 'teleportation', 'magic', 'do', 'sixthyears', 'learn', 'hogwarts']",['apparition'],"['what', 'teleportation', 'magic', 'do', 'sixthyears', 'learn', 'hogwarts', 'apparition']","['what', 'do']",False,FR,False,9,1
384,441,What effect does diluted Swooping Evil venom have?,Erases bad memories,"['what', 'effect', 'do', 'dilute', 'swoop', 'evil', 'venom', 'have']","['erases', 'bad', 'memory']","['what', 'effect', 'do', 'dilute', 'swoop', 'evil', 'venom', 'have', 'erases', 'bad', 'memory']","['what', 'do', 'have']",False,FR,False,8,3
385,442,What does the house with the highest score win?,House Cup,"['what', 'do', 'house', 'high', 'score', 'win']","['house', 'cup']","['what', 'do', 'house', 'high', 'score', 'win', 'cup']","['what', 'do']",False,FR,False,9,2
386,443,What is Hermione's cat's name?,Crookshanks,"['what', 'be', 'hermiones', 'cat', 'name']",['crookshanks'],"['what', 'be', 'hermiones', 'cat', 'name', 'crookshanks']","['what', 'name']",False,FR,False,7,1
387,444,Who removes all the bones from Harry’s arm?,Gilderoy Lockhart,"['who', 'remove', 'bone', 'harrys', 'arm']","['gilderoy', 'lockhart']","['who', 'remove', 'bone', 'harrys', 'arm', 'gilderoy', 'lockhart']",['who'],False,FR,False,9,2
388,445,Which was my Tonks favourite band?,The Weird Sisters,"['which', 'be', 'tonks', 'favourite', 'band']","['weird', 'sister']","['which', 'be', 'tonks', 'favourite', 'band', 'weird', 'sister']",['which'],False,FR,False,6,3
389,446,How many players are on a Quidditch team?,7,"['how', 'many', 'player', 'be', 'quidditch', 'team']",[],"['how', 'many', 'player', 'be', 'quidditch', 'team']",['how'],True,FR,False,8,1
390,447,What is the name of the Hogwarts poltergeist?,Peeves,"['what', 'be', 'name', 'hogwarts', 'poltergeist']",['peeve'],"['what', 'be', 'name', 'hogwarts', 'poltergeist', 'peeve']","['what', 'name']",False,FR,False,8,1
391,449,"In Harry Potter and the Chamber of Secrets, where were Harry, Hermione, and Ron coming from when they found Mrs. Norris petrified?",Nearly Headless Nick's Deathday Party,"['harry', 'potter', 'chamber', 'secret', 'where', 'be', 'hermione', 'ron', 'come', 'when', 'find', 'mrs', 'norris', 'petrify']","['nearly', 'headless', 'nick', 'deathday', 'party']","['harry', 'potter', 'chamber', 'secret', 'where', 'be', 'hermione', 'ron', 'come', 'when', 'find', 'mrs', 'norris', 'petrify', 'nearly', 'headless', 'nick', 'deathday', 'party']","['where', 'when']",False,FR,False,22,6
392,450,What is the Ministry of Magic classification system?,A creature's danger level,"['what', 'be', 'ministry', 'magic', 'classification', 'system']","['creature', 'danger', 'level']","['what', 'be', 'ministry', 'magic', 'classification', 'system', 'creature', 'danger', 'level']",['what'],False,FR,False,8,5
393,451,"In Harry Potter and the Half-Blood Prince, in the Weasleys' magical clock, what are all of the hands pointed to when Harry arrives at the Burrow?",Mortal peril,"['harry', 'potter', 'halfblood', 'prince', 'weasleys', 'magical', 'clock', 'what', 'be', 'hand', 'point', 'when', 'arrive', 'burrow']","['mortal', 'peril']","['harry', 'potter', 'halfblood', 'prince', 'weasleys', 'magical', 'clock', 'what', 'be', 'hand', 'point', 'when', 'arrive', 'burrow', 'mortal', 'peril']","['what', 'when']",False,FR,False,27,2
394,452,Who invented the Wronski Feint?,Josef Wronski,"['who', 'invent', 'wronski', 'feint']","['josef', 'wronski']","['who', 'invent', 'wronski', 'feint', 'josef']",['who'],False,FR,False,5,2
395,453,How should your completed Scintillation Solution look?,Sparkling.,"['how', 'should', 'complete', 'scintillation', 'solution', 'look']",['sparkle'],"['how', 'should', 'complete', 'scintillation', 'solution', 'look', 'sparkle']","['how', 'should']",False,EX,False,7,1
396,454,What is the main ingredient in Harry Potter's wand?,A phoenix feather.,"['what', 'be', 'main', 'ingredient', 'harry', 'potter', 'wand']","['phoenix', 'feather']","['what', 'be', 'main', 'ingredient', 'harry', 'potter', 'wand', 'phoenix', 'feather']",['what'],True,FR,False,10,3
397,455,Streeler venom is one of the only substances known to kill which invasive species?,Horklump,"['streeler', 'venom', 'be', 'one', 'substance', 'know', 'kill', 'which', 'invasive', 'specie']",['horklump'],"['streeler', 'venom', 'be', 'one', 'substance', 'know', 'kill', 'which', 'invasive', 'specie', 'horklump']",['which'],False,FR,False,14,1
398,456,Who is the Divination professor?,Professor Trelawney,"['who', 'be', 'divination', 'professor']","['professor', 'trelawney']","['who', 'be', 'divination', 'professor', 'trelawney']",['who'],False,FR,False,5,2
399,457,No spell yet devised allows a wizard to what?,Fly unaided,"['spell', 'yet', 'devise', 'allow', 'wizard', 'what']","['fly', 'unaided']","['spell', 'yet', 'devise', 'allow', 'wizard', 'what', 'fly', 'unaided']",['what'],False,FR,False,9,2
400,459,What does the charm Lumos provide?,Light,"['what', 'do', 'charm', 'lumos', 'provide']",['light'],"['what', 'do', 'charm', 'lumos', 'provide', 'light']","['what', 'do']",False,FR,False,6,1
401,461,What does the Hair-Raising potion do?,Makes hair stand up,"['what', 'do', 'hairraising', 'potion']","['make', 'hair', 'stand']","['what', 'do', 'hairraising', 'potion', 'make', 'hair', 'stand']","['what', 'do']",False,FR,False,7,4
402,462,Which is NOT another form of magical transportation?,Mop Flying,"['which', 'be', 'another', 'form', 'magical', 'transportation']","['mop', 'fly']","['which', 'be', 'another', 'form', 'magical', 'transportation', 'mop', 'fly']",['which'],False,FR,False,8,2
403,463,What is Hermione’s patronus?,An otter,"['what', 'be', 'hermiones', 'patronus']",['otter'],"['what', 'be', 'hermiones', 'patronus', 'otter']",['what'],False,FR,False,5,2
404,464,Who lied to Voldemort during the final battle by proclaiming that Harry Potter was dead?,Narcissa Malfoy,"['who', 'lie', 'voldemort', 'final', 'battle', 'proclaim', 'harry', 'potter', 'be', 'dead']","['narcissa', 'malfoy']","['who', 'lie', 'voldemort', 'final', 'battle', 'proclaim', 'harry', 'potter', 'be', 'dead', 'narcissa', 'malfoy']",['who'],False,FR,False,15,2
