,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword
361,361,Scourgify can be used to clean out infestations of what magical creature?,Bundimun,"['scourgify' 'can' 'be' 'use' 'clean' 'infestation' 'what' 'magical'
 'creature']",['bundimun'],"['scourgify' 'can' 'be' 'use' 'clean' 'infestation' 'what' 'magical'
 'creature' 'bundimun']",['can' 'be' 'what'],what
362,362,Where was Harry born?,Godric's Hollow,['where' 'be' 'harry' 'born'],['godric' 'hollow'],['where' 'be' 'harry' 'born' 'godric' 'hollow'],['where' 'be'],where
363,363,The Medieval Assembly of European Wizards is related to which convention?,International Warlock Convention,"['medieval' 'assembly' 'european' 'wizard' 'be' 'relate' 'which'
 'convention']",['international' 'warlock' 'convention'],"['medieval' 'assembly' 'european' 'wizard' 'be' 'relate' 'which'
 'convention' 'international' 'warlock']",['be' 'which'],which
364,364,Which spell does the Cleaning Charm most resemble?,Scouring Charm,['which' 'spell' 'do' 'cleaning' 'charm' 'resemble'],['scour' 'charm'],['which' 'spell' 'do' 'cleaning' 'charm' 'resemble' 'scour'],['which' 'do'],which
365,365,Why did students think Harry was the Heir of Slytherin?,He can speak Parseltongue.,['why' 'do' 'student' 'think' 'harry' 'be' 'heir' 'slytherin'],['can' 'speak' 'parseltongue'],"['why' 'do' 'student' 'think' 'harry' 'be' 'heir' 'slytherin' 'can'
 'speak' 'parseltongue']",['why' 'do' 'be'],why
366,366,Where are the vaults kept in Gringotts Bank?,Deep underground.,['where' 'be' 'vault' 'keep' 'gringotts' 'bank'],['deep' 'underground'],['where' 'be' 'vault' 'keep' 'gringotts' 'bank' 'deep' 'underground'],['where' 'be'],where
367,367,Which dark magic item is known as the friend of thieves?,Hand of Glory,['which' 'dark' 'magic' 'item' 'be' 'know' 'friend' 'thief'],['hand' 'glory'],['which' 'dark' 'magic' 'item' 'be' 'know' 'friend' 'thief' 'hand' 'glory'],['which' 'be'],which
368,368,Where does Rubeus Hagrid first tell Harry that he’s a wizard?,In a hut on a rock,['where' 'do' 'rubeus' 'hagrid' 'first' 'tell' 'harry' 'wizard'],['hut' 'rock'],"['where' 'do' 'rubeus' 'hagrid' 'first' 'tell' 'harry' 'wizard' 'hut'
 'rock']",['where' 'do'],where
369,369,How does one ward off a Dementor?,The Patronus Charm.,['how' 'do' 'one' 'ward' 'dementor'],['patronus' 'charm'],['how' 'do' 'one' 'ward' 'dementor' 'patronus' 'charm'],['how' 'do'],how
370,370,What charm can repel a Lethiford?,Patronus Charm,['what' 'charm' 'can' 'repel' 'lethiford'],['patronus' 'charm'],['what' 'charm' 'can' 'repel' 'lethiford' 'patronus'],['what' 'can'],what
371,371,What dragon did Fleur Delacour face in the first task of the Triwizard Tournament?,Welsh Green,"['what' 'dragon' 'do' 'fleur' 'delacour' 'face' 'first' 'task' 'triwizard'
 'tournament']",['welsh' 'green'],"['what' 'dragon' 'do' 'fleur' 'delacour' 'face' 'first' 'task' 'triwizard'
 'tournament' 'welsh' 'green']",['what' 'do'],what
372,372,What is an animagus?,A person with an animal form,['what' 'be' 'animagus'],['person' 'animal' 'form'],['what' 'be' 'animagus' 'person' 'animal' 'form'],['what' 'be'],what
373,373,What's the term for an object imbued with a fragment of a wizard's soul?,Horcrux,['what' 'term' 'object' 'imbued' 'fragment' 'wizard' 'soul'],['horcrux'],['what' 'term' 'object' 'imbued' 'fragment' 'wizard' 'soul' 'horcrux'],['what'],what
374,374,What is the primary ingredient in Polyjuice potion?,The hair of the person you want to transform into,['what' 'be' 'primary' 'ingredient' 'polyjuice' 'potion'],['hair' 'person' 'want' 'transform'],"['what' 'be' 'primary' 'ingredient' 'polyjuice' 'potion' 'hair' 'person'
 'want' 'transform']",['what' 'be'],what
375,375,Who spoke at Aragog's funeral?,Horace Slughorn,['who' 'speak' 'aragog' 'funeral'],['horace' 'slughorn'],['who' 'speak' 'aragog' 'funeral' 'horace' 'slughorn'],['who'],who
376,376,Who is the ghost of Slytherin House?,The Bloody Baron,['who' 'be' 'ghost' 'slytherin' 'house'],['bloody' 'baron'],['who' 'be' 'ghost' 'slytherin' 'house' 'bloody' 'baron'],['who' 'be'],who
377,377,Which potion should you all be required to drink before entering my potion?,Wit-Sharpening Potion,['which' 'potion' 'should' 'be' 'require' 'drink' 'enter'],['wit' 'sharpen' 'potion'],['which' 'potion' 'should' 'be' 'require' 'drink' 'enter' 'wit' 'sharpen'],['which' 'should' 'be'],which
378,378,Which of the following is NOT a type of Dark Magic?,Charm,['which' 'following' 'be' 'type' 'dark' 'magic'],['charm'],['which' 'following' 'be' 'type' 'dark' 'magic' 'charm'],['which' 'be'],which
379,379,"After Draco insults Hermione, Ron cast a spell that backfired. What did he intend for Draco to eat?",Slugs,"['draco' 'insult' 'hermione' 'ron' 'cast' 'spell' 'backfire' 'what' 'do'
 'intend' 'eat']",['slug'],"['draco' 'insult' 'hermione' 'ron' 'cast' 'spell' 'backfire' 'what' 'do'
 'intend' 'eat' 'slug']",['what' 'do'],what
380,380,Where's one place you would not find any gnomes?,Antarctica,['where' 'one' 'place' 'would' 'find' 'gnome'],['antarctica'],['where' 'one' 'place' 'would' 'find' 'gnome' 'antarctica'],['where' 'would'],where
381,381,Where would you look to find a bezoar?,In the stomach of a goat,['where' 'would' 'look' 'find' 'bezoar'],['stomach' 'goat'],['where' 'would' 'look' 'find' 'bezoar' 'stomach' 'goat'],['where' 'would'],where
382,382,How long did the longest Quidditch game last?,Six months,['how' 'long' 'do' 'quidditch' 'game' 'last'],['six' 'month'],['how' 'long' 'do' 'quidditch' 'game' 'last' 'six' 'month'],['how' 'do'],how
383,383,What did Fred and George Weasley use to spy on Order of the Phoenix meetings?,Extendable Ears,"['what' 'do' 'fred' 'george' 'weasley' 'use' 'spy' 'order' 'phoenix'
 'meeting']",['extendable' 'ear'],"['what' 'do' 'fred' 'george' 'weasley' 'use' 'spy' 'order' 'phoenix'
 'meeting' 'extendable' 'ear']",['what' 'do'],what
384,384,"In the Hall of Prophecy, there are rows and rows of glowing orbs. Which row contains the prophecy about Harry and Voldemort?",97,"['hall' 'prophecy' 'be' 'row' 'glow' 'orb' 'which' 'contain' 'harry'
 'voldemort']",['97'],"['hall' 'prophecy' 'be' 'row' 'glow' 'orb' 'which' 'contain' 'harry'
 'voldemort' '97']",['be' 'which'],which
385,385,Lily Potter once gave Professor Slughorn a bowl with a lily that turned into a goldfish. What was the goldfish’s name?,Francis,"['lily' 'potter' 'give' 'professor' 'slughorn' 'bowl' 'turn' 'goldfish'
 'what' 'be' 'name']",['francis'],"['lily' 'potter' 'give' 'professor' 'slughorn' 'bowl' 'turn' 'goldfish'
 'what' 'be' 'name' 'francis']",['what' 'be' 'name'],what
386,386,What is the name of the ghost who haunts the Hogwarts bathroom?,Moaning Myrtle,['what' 'be' 'name' 'ghost' 'who' 'haunt' 'hogwarts' 'bathroom'],['moan' 'myrtle'],"['what' 'be' 'name' 'ghost' 'who' 'haunt' 'hogwarts' 'bathroom' 'moan'
 'myrtle']",['what' 'be' 'name' 'who'],what
387,387,What is the name of the librarian at Hogwarts?,Madam Pince,['what' 'be' 'name' 'librarian' 'hogwarts'],['madam' 'pince'],['what' 'be' 'name' 'librarian' 'hogwarts' 'madam' 'pince'],['what' 'be' 'name'],what
388,388,What are the four Hogwarts houses?,"Gryffindor, Ravenclaw, Slytherin, and Hufflepuff.",['what' 'be' 'four' 'hogwarts' 'house'],['gryffindor' 'ravenclaw' 'slytherin' 'hufflepuff'],"['what' 'be' 'four' 'hogwarts' 'house' 'gryffindor' 'ravenclaw'
 'slytherin' 'hufflepuff']",['what' 'be'],what
389,389,How long was You-Know-Who in power?,11 Years,['how' 'long' 'be' 'know' 'who' 'power'],['11' 'year'],['how' 'long' 'be' 'know' 'who' 'power' '11' 'year'],['how' 'be' 'who'],how
390,390,What magical plant did Luna Lovegood have growing at home?,Dirigible Plums,['what' 'magical' 'plant' 'do' 'luna' 'lovegood' 'have' 'grow' 'home'],['dirigible' 'plum'],"['what' 'magical' 'plant' 'do' 'luna' 'lovegood' 'have' 'grow' 'home'
 'dirigible' 'plum']",['what' 'do' 'have'],what
391,391,How many teams are in the British and Irish Quidditch League?,Thirteen,['how' 'many' 'team' 'be' 'british' 'irish' 'quidditch' 'league'],['thirteen'],"['how' 'many' 'team' 'be' 'british' 'irish' 'quidditch' 'league'
 'thirteen']",['how' 'be'],how
392,392,"What do the abbreviations for the two main wizarding exams, O.W.L.s and N.E.W.T.s, stand for?",Ordinary Wizarding Level and Nastily Exhausting Wizarding Test.,['what' 'do' 'abbreviation' 'two' 'main' 'wizarding' 'exams' 'stand'],['ordinary' 'wizarding' 'level' 'nastily' 'exhaust' 'test'],"['what' 'do' 'abbreviation' 'two' 'main' 'wizarding' 'exams' 'stand'
 'ordinary' 'level' 'nastily' 'exhaust' 'test']",['what' 'do'],what
393,393,What did the Dursleys give Harry for Christmas in his first year at Hogwarts?,Fifty Pence,"['what' 'do' 'dursleys' 'give' 'harry' 'christmas' 'first' 'year'
 'hogwarts']",['fifty' 'penny'],"['what' 'do' 'dursleys' 'give' 'harry' 'christmas' 'first' 'year'
 'hogwarts' 'fifty' 'penny']",['what' 'do'],what
394,394,The Diricawl is actually thought to be which extinct Muggle bird?,The Dodo.,['diricawl' 'be' 'actually' 'think' 'which' 'extinct' 'muggle' 'bird'],['dodo'],"['diricawl' 'be' 'actually' 'think' 'which' 'extinct' 'muggle' 'bird'
 'dodo']",['be' 'which'],which
395,395,"In Book 3, what is Neville Longbottom's greatest fear, revealed upon facing a boggart in Lupin's class?",Professor Snape.,"['book' 'what' 'be' 'neville' 'longbottom' 'great' 'fear' 'reveal' 'upon'
 'face' 'boggart' 'lupin' 'class']",['professor' 'snape'],"['book' 'what' 'be' 'neville' 'longbottom' 'great' 'fear' 'reveal' 'upon'
 'face' 'boggart' 'lupin' 'class' 'professor' 'snape']",['what' 'be'],what
396,396,Who was the House-Eld that once served Barty Crouch Senior?,Winky,['who' 'be' 'house' 'eld' 'serve' 'barty' 'crouch' 'senior'],['winky'],['who' 'be' 'house' 'eld' 'serve' 'barty' 'crouch' 'senior' 'winky'],['who' 'be'],who
397,397,Voldemort stole Helga Hufflepuff's cup from an old woman named Hepzibah Smith. What was the name of her house-elf?,Hokey.,"['voldemort' 'steal' 'helga' 'hufflepuff' 'cup' 'old' 'woman' 'name'
 'hepzibah' 'smith' 'what' 'be' 'house' 'elf']",['hokey'],"['voldemort' 'steal' 'helga' 'hufflepuff' 'cup' 'old' 'woman' 'name'
 'hepzibah' 'smith' 'what' 'be' 'house' 'elf' 'hokey']",['name' 'what' 'be'],name
398,398,Who is Stan Shunpike?,The conductor of the Knight Bus,['who' 'be' 'stan' 'shunpike'],['conductor' 'knight' 'bus'],['who' 'be' 'stan' 'shunpike' 'conductor' 'knight' 'bus'],['who' 'be'],who
399,399,Nearly Headless Nick is a patron house of which House?,Gryffindor,['nearly' 'headless' 'nick' 'be' 'patron' 'house' 'which'],['gryffindor'],['nearly' 'headless' 'nick' 'be' 'patron' 'house' 'which' 'gryffindor'],['be' 'which'],which
400,400,Where was Harry Potter born?,Godric's Hollow,['where' 'be' 'harry' 'potter' 'bear'],['godric' 'hollow'],['where' 'be' 'harry' 'potter' 'bear' 'godric' 'hollow'],['where' 'be'],where
401,401,What's in a forgetfulness potion?,Lethe Water,['what' 'forgetfulness' 'potion'],['lethe' 'water'],['what' 'forgetfulness' 'potion' 'lethe' 'water'],['what'],what
402,402,What is the name of the magical map that shows the entire layout of Hogwarts?,Marauder's Map,['what' 'be' 'name' 'magical' 'map' 'show' 'entire' 'layout' 'hogwarts'],['marauder' 'map'],"['what' 'be' 'name' 'magical' 'map' 'show' 'entire' 'layout' 'hogwarts'
 'marauder']",['what' 'be' 'name'],what
403,403,How many times did Wendelin the Weird allow herself to be caught by witch-hunters?,Forty-Seven,"['how' 'many' 'time' 'do' 'wendelin' 'weird' 'allow' 'be' 'catch' 'witch'
 'hunter']",['forty' 'seven'],"['how' 'many' 'time' 'do' 'wendelin' 'weird' 'allow' 'be' 'catch' 'witch'
 'hunter' 'forty' 'seven']",['how' 'do' 'be'],how
404,404,What is the name of the three-headed dog guarding the trapdoor in Harry Potter and the Sorcerer's Stone?,Fluffy,"['what' 'be' 'name' 'three' 'head' 'dog' 'guard' 'trapdoor' 'harry'
 'potter' 'sorcerer' 'stone']",['fluffy'],"['what' 'be' 'name' 'three' 'head' 'dog' 'guard' 'trapdoor' 'harry'
 'potter' 'sorcerer' 'stone' 'fluffy']",['what' 'be' 'name'],what
405,405,What item in the Headmaster's Office allows you to review bottled up memories?,The Pensieve,['what' 'item' 'headmaster' 'office' 'allow' 'review' 'bottle' 'memory'],['pensieve'],"['what' 'item' 'headmaster' 'office' 'allow' 'review' 'bottle' 'memory'
 'pensieve']",['what'],what
406,406,What does the Drought Charm cause?,Dryness,['what' 'do' 'drought' 'charm' 'cause'],['dryness'],['what' 'do' 'drought' 'charm' 'cause' 'dryness'],['what' 'do'],what
407,407,What magical artefact creates the Elixir of Life?,Philosopher's Stone,['what' 'magical' 'artefact' 'create' 'elixir' 'life'],['philosopher' 'stone'],"['what' 'magical' 'artefact' 'create' 'elixir' 'life' 'philosopher'
 'stone']",['what'],what
408,408,Who is in the first memory Professor Dumbledore shows Harry in the Pensieve?,"Bob Ogden, an employee of the Department of Magical Law Enforcement","['who' 'be' 'first' 'memory' 'professor' 'dumbledore' 'show' 'harry'
 'pensieve']",['bob' 'ogden' 'employee' 'department' 'magical' 'law' 'enforcement'],"['who' 'be' 'first' 'memory' 'professor' 'dumbledore' 'show' 'harry'
 'pensieve' 'bob' 'ogden' 'employee' 'department' 'magical' 'law'
 'enforcement']",['who' 'be'],who
409,409,Which of the following spells is not used in Transfiguration Class?,Confundo,['which' 'following' 'spell' 'be' 'use' 'transfiguration' 'class'],['confundo'],"['which' 'following' 'spell' 'be' 'use' 'transfiguration' 'class'
 'confundo']",['which' 'be'],which
410,410,Where did the Goblin Rebellion of 1612 take place?,Hogsmeade Village,['where' 'do' 'goblin' 'rebellion' '1612' 'take' 'place'],['hogsmeade' 'village'],"['where' 'do' 'goblin' 'rebellion' '1612' 'take' 'place' 'hogsmeade'
 'village']",['where' 'do'],where
411,411,In which of these scenarios would you use the impediment jinx?,To slow a rushing opponent.,['which' 'scenario' 'would' 'use' 'impediment' 'jinx'],['slow' 'rushing' 'opponent'],"['which' 'scenario' 'would' 'use' 'impediment' 'jinx' 'slow' 'rushing'
 'opponent']",['which' 'would'],which
412,412,What is Ron's favorite Quidditch team?,Chudley Cannons,['what' 'be' 'ron' 'favorite' 'quidditch' 'team'],['chudley' 'cannon'],['what' 'be' 'ron' 'favorite' 'quidditch' 'team' 'chudley' 'cannon'],['what' 'be'],what
413,413,And what about his pet dragon?,Norbert,['what' 'pet' 'dragon'],['norbert'],['what' 'pet' 'dragon' 'norbert'],['what'],what
414,414,The visitor’s entrance to the Ministry of Magic is an abandoned red telephone booth in London. What is the five-digit code you must dial to get in?,6-2-4-4-2. (Bonus: This spells M-A-G-I-C on a phone's keypad.),"['visitor' 'entrance' 'ministry' 'magic' 'be' 'abandoned' 'red'
 'telephone' 'booth' 'london' 'what' 'five' 'digit' 'code' 'must' 'dial'
 'get']",['bonus' 'spell' 'phone' 'keypad'],"['visitor' 'entrance' 'ministry' 'magic' 'be' 'abandoned' 'red'
 'telephone' 'booth' 'london' 'what' 'five' 'digit' 'code' 'must' 'dial'
 'get' 'bonus' 'spell' 'phone' 'keypad']",['be' 'what'],what
415,415,Which spell did Hermione use to release the dragon from Gringotts Bank?,Revulsion Jinx,"['which' 'spell' 'do' 'hermione' 'use' 'release' 'dragon' 'gringotts'
 'bank']",['revulsion' 'jinx'],"['which' 'spell' 'do' 'hermione' 'use' 'release' 'dragon' 'gringotts'
 'bank' 'revulsion' 'jinx']",['which' 'do'],which
416,416,What is the incantation for the Disarming Spell?,Expelliarmus,['what' 'be' 'incantation' 'disarming' 'spell'],['expelliarmus'],['what' 'be' 'incantation' 'disarming' 'spell' 'expelliarmus'],['what' 'be'],what
417,417,What does the boggart turn into when Mrs. Weasley sees it?,Her entire family and Harry lying dead on the floor,['what' 'do' 'boggart' 'turn' 'when' 'mrs' 'weasley' 'see'],['entire' 'family' 'harry' 'lie' 'dead' 'floor'],"['what' 'do' 'boggart' 'turn' 'when' 'mrs' 'weasley' 'see' 'entire'
 'family' 'harry' 'lie' 'dead' 'floor']",['what' 'do' 'when'],what
418,418,"When Professor Snape takes over Professor Lupin’s Defense Against the Dark Arts class, which page does he ask the students to turn to?",Page 394 (the page on werewolves),"['when' 'professor' 'snape' 'take' 'lupin' 'defense' 'dark' 'art' 'class'
 'which' 'page' 'do' 'ask' 'student' 'turn']",['page' '394' 'werewolf'],"['when' 'professor' 'snape' 'take' 'lupin' 'defense' 'dark' 'art' 'class'
 'which' 'page' 'do' 'ask' 'student' 'turn' '394' 'werewolf']",['when' 'which' 'do'],when
419,419,Which dry ingredient is used in a wideye potion?,Billywig Sting,['which' 'dry' 'ingredient' 'be' 'use' 'wideye' 'potion'],['billywig' 'sting'],"['which' 'dry' 'ingredient' 'be' 'use' 'wideye' 'potion' 'billywig'
 'sting']",['which' 'be'],which
420,420,What did Fred and George Weasley call their joke shop?,Weasleys’ Wizard Wheezes,['what' 'do' 'fred' 'george' 'weasley' 'call' 'joke' 'shop'],['weasleys' 'wizard' 'wheeze'],"['what' 'do' 'fred' 'george' 'weasley' 'call' 'joke' 'shop' 'weasleys'
 'wizard' 'wheeze']",['what' 'do'],what
421,421,Which of these is not a cleaning spell?,Confrigo,['which' 'be' 'cleaning' 'spell'],['confrigo'],['which' 'be' 'cleaning' 'spell' 'confrigo'],['which' 'be'],which
422,422,What became outlawed after the Warlock's Convention of 1709?,Dragon breeding.,['what' 'become' 'outlaw' 'warlock' 'convention' '1709'],['dragon' 'breeding'],"['what' 'become' 'outlaw' 'warlock' 'convention' '1709' 'dragon'
 'breeding']",['what'],what
423,423,Who is the Herbology professor?,Professor Sprout,['who' 'be' 'herbology' 'professor'],['professor' 'sprout'],['who' 'be' 'herbology' 'professor' 'sprout'],['who' 'be'],who
424,424,What spell would you use to men a pair of glasses?,Reparo,['what' 'spell' 'would' 'use' 'men' 'pair' 'glass'],['reparo'],['what' 'spell' 'would' 'use' 'men' 'pair' 'glass' 'reparo'],['what' 'would'],what
425,425,"Before Dumbledore, who was headmaster of Hogwarts?",Armando Dippet,['dumbledore' 'who' 'be' 'headmaster' 'hogwarts'],['armando' 'dippet'],['dumbledore' 'who' 'be' 'headmaster' 'hogwarts' 'armando' 'dippet'],['who' 'be'],who
426,426,What does it mean when a magical creature is classified as X by the Ministry of Magic?,Boring,"['what' 'do' 'mean' 'when' 'magical' 'creature' 'be' 'classify' 'ministry'
 'magic']",['boring'],"['what' 'do' 'mean' 'when' 'magical' 'creature' 'be' 'classify' 'ministry'
 'magic' 'boring']",['what' 'do' 'when' 'be'],what
427,427,Which Wizarding school did Gellert Grindelwald attend?,Durmstrang Institute,['which' 'wizarding' 'school' 'do' 'gellert' 'grindelwald' 'attend'],['durmstrang' 'institute'],"['which' 'wizarding' 'school' 'do' 'gellert' 'grindelwald' 'attend'
 'durmstrang' 'institute']",['which' 'do'],which
