,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword,question_length,answer_length,question_type,answer_type
276,459,What does the charm Lumos provide?,Light,['what' 'do' 'charm' 'lumos' 'provide'],['light'],['what' 'do' 'charm' 'lumos' 'provide' 'light'],['what' 'do'],what,6,1,FR,text
277,463,What is Hermione’s patronus?,An otter,['what' 'be' 'hermione' 'patronus'],['otter'],['what' 'be' 'hermione' 'patronus' 'otter'],['what' 'be'],what,5,2,FR,text
278,464,Who lied to Voldemort during the final battle by proclaiming that Harry Potter was dead?,Narcissa Malfoy,"['who' 'lie' 'voldemort' 'final' 'battle' 'proclaim' 'harry' 'potter' 'be'
 'dead']",['narcissa' 'malfoy'],"['who' 'lie' 'voldemort' 'final' 'battle' 'proclaim' 'harry' 'potter' 'be'
 'dead' 'narcissa' 'malfoy']",['who' 'be'],who,15,2,FR,text
279,468,What does Veritaserum taste like?,It has no taste at all.,['what' 'do' 'veritaserum' 'taste' 'like'],['have' 'no' 'taste'],['what' 'do' 'veritaserum' 'taste' 'like' 'have' 'no'],['what' 'do'],what,5,6,FR,text
280,469,What did Xenophilius Lovegood believe Billywig wings could induce?,An elevated frame of mind.,"['what' 'do' 'xenophilius' 'lovegood' 'believe' 'billywig' 'wing' 'could'
 'induce']",['elevated' 'frame' 'mind'],"['what' 'do' 'xenophilius' 'lovegood' 'believe' 'billywig' 'wing' 'could'
 'induce' 'elevated' 'frame' 'mind']",['what' 'do' 'could'],what,9,5,FR,text
281,471,What fluffy creature hums when it's happy and likes to stick its tongue up Wizards' noses?,Puffskein,"['what' 'fluffy' 'creature' 'hum' 'when' 'happy' 'like' 'stick' 'tongue'
 'wizard' 'nose']",['puffskein'],"['what' 'fluffy' 'creature' 'hum' 'when' 'happy' 'like' 'stick' 'tongue'
 'wizard' 'nose' 'puffskein']",['what' 'when'],what,17,1,FR,text
282,475,How did Mad-Eye Moody punish Draco Malfoy for trying to Hex Harry?,He turned Draco into a ferret.,"['how' 'do' 'mad' 'eye' 'moody' 'punish' 'draco' 'malfoy' 'try' 'hex'
 'harry']",['turn' 'draco' 'ferret'],"['how' 'do' 'mad' 'eye' 'moody' 'punish' 'draco' 'malfoy' 'try' 'hex'
 'harry' 'turn' 'ferret']",['how' 'do'],how,13,6,EX,text
283,476,What creature did the Wizards’ Council make a protected species?,Golden Snidget.,['what' 'creature' 'do' 'wizard' 'council' 'make' 'protected' 'specie'],['golden' 'snidget'],"['what' 'creature' 'do' 'wizard' 'council' 'make' 'protected' 'specie'
 'golden' 'snidget']",['what' 'do'],what,10,2,FR,text
284,478,"According to Hagrid, which is the safest place in the Wizarding World other than Hogwarts?",Gringotts,"['accord' 'hagrid' 'which' 'be' 'safe' 'place' 'wizarding' 'world'
 'hogwarts']",['gringotts'],"['accord' 'hagrid' 'which' 'be' 'safe' 'place' 'wizarding' 'world'
 'hogwarts' 'gringotts']",['which' 'be'],which,15,1,FR,text
285,479,When did the Witch Trials of 1692 take place?,Salem,['when' 'do' 'witch' 'trial' '1692' 'take' 'place'],['salem'],['when' 'do' 'witch' 'trial' '1692' 'take' 'place' 'salem'],['when' 'do'],when,9,1,FR,text
286,482,What is the last line of the last book?,“All was well.”,['what' 'be' 'last' 'line' 'book'],['be' 'well'],['what' 'be' 'last' 'line' 'book' 'well'],['what' 'be'],what,9,3,FR,text
287,483,What spell transforms an object into a Portkey?,Portus,['what' 'spell' 'transform' 'object' 'portkey'],['portus'],['what' 'spell' 'transform' 'object' 'portkey' 'portus'],['what'],what,8,1,FR,text
288,486,What's Nearly Headless Nick's real name?,Nicholas de Mimsy-Porpington,['what' 'nearly' 'headless' 'nick' 'real' 'name'],['nicholas' 'de' 'mimsy' 'porpington'],"['what' 'nearly' 'headless' 'nick' 'real' 'name' 'nicholas' 'de' 'mimsy'
 'porpington']",['what' 'name'],what,8,4,FR,text
289,487,What charm silences an opponent?,Silencio,['what' 'charm' 'silence' 'opponent'],['silencio'],['what' 'charm' 'silence' 'opponent' 'silencio'],['what'],what,5,1,FR,text
290,492,What did the Wizards' Council sign into action in 1692?,International Statute of Wizarding Secrecy,['what' 'do' 'wizard' 'council' 'sign' 'action' '1692'],['international' 'statute' 'wizarding' 'secrecy'],"['what' 'do' 'wizard' 'council' 'sign' 'action' '1692' 'international'
 'statute' 'wizarding' 'secrecy']",['what' 'do'],what,10,5,FR,text
291,493,What two creatures are Hippogriffs a mix of?,Horses and eagles,['what' 'two' 'creature' 'be' 'hippogriffs' 'mix'],['horse' 'eagle'],['what' 'two' 'creature' 'be' 'hippogriffs' 'mix' 'horse' 'eagle'],['what' 'be'],what,8,3,FR,text
292,494,What is the name of the magical creature that can only be seen by those who have witnessed death?,Thestral,"['what' 'be' 'name' 'magical' 'creature' 'can' 'see' 'who' 'have'
 'witness' 'death']",['thestral'],"['what' 'be' 'name' 'magical' 'creature' 'can' 'see' 'who' 'have'
 'witness' 'death' 'thestral']",['what' 'be' 'name' 'can' 'who' 'have'],what,19,1,FR,text
293,495,What job does Luna Lovegood's father hold?,"Editor of ""The Quibbler""",['what' 'job' 'do' 'luna' 'lovegood' 'father' 'hold'],['editor' 'quibbler'],['what' 'job' 'do' 'luna' 'lovegood' 'father' 'hold' 'editor' 'quibbler'],['what' 'do'],what,8,4,FR,text
294,497,Who is the matron of the orphanage where Voldemort grows up?,Mrs. Cole,['who' 'be' 'matron' 'orphanage' 'where' 'voldemort' 'grow'],['mr' 'cole'],['who' 'be' 'matron' 'orphanage' 'where' 'voldemort' 'grow' 'mr' 'cole'],['who' 'be' 'where'],who,11,2,FR,text
295,501,Kneazles are most similar to what animal?,Cat,['kneazles' 'be' 'similar' 'what' 'animal'],['cat'],['kneazles' 'be' 'similar' 'what' 'animal' 'cat'],['be' 'what'],what,7,1,FR,text
296,506,What's a telltale sign that mandrakes have matured?,They move into each other's pots,['what' 'telltale' 'sign' 'mandrake' 'have' 'mature'],['move' 'pot'],['what' 'telltale' 'sign' 'mandrake' 'have' 'mature' 'move' 'pot'],['what' 'have'],what,9,7,FR,text
297,508,Why would you cast Alohomora?,Unlock a door.,['why' 'would' 'cast' 'alohomora'],['unlock' 'door'],['why' 'would' 'cast' 'alohomora' 'unlock' 'door'],['why' 'would'],why,5,3,EX,text
298,509,What do the students call the Gryffindor ghost?,Nearly Headless Nick.,['what' 'do' 'student' 'call' 'gryffindor' 'ghost'],['nearly' 'headless' 'nick'],"['what' 'do' 'student' 'call' 'gryffindor' 'ghost' 'nearly' 'headless'
 'nick']",['what' 'do'],what,8,3,FR,text
299,510,What is the biggest Wizarding newspaper in Britain?,The Daily Prophet,['what' 'be' 'big' 'wizarding' 'newspaper' 'britain'],['daily' 'prophet'],['what' 'be' 'big' 'wizarding' 'newspaper' 'britain' 'daily' 'prophet'],['what' 'be'],what,8,3,FR,text
300,511,"In the movie, Professor McGonagall explains the origins of the Chamber of Secrets. Who does it in the book?","Professor Binns, the history teacher (who is also a ghost)","['movie' 'professor' 'mcgonagall' 'explain' 'origin' 'chamber' 'secret'
 'who' 'do' 'book']",['professor' 'binns' 'history' 'teacher' 'who' 'be' 'also' 'ghost'],"['movie' 'professor' 'mcgonagall' 'explain' 'origin' 'chamber' 'secret'
 'who' 'do' 'book' 'binns' 'history' 'teacher' 'be' 'also' 'ghost']",['who' 'do'],who,19,10,FR,text
301,512,Who was the first Minister of Magic?,Ulick Gamp,['who' 'be' 'first' 'minister' 'magic'],['ulick' 'gamp'],['who' 'be' 'first' 'minister' 'magic' 'ulick' 'gamp'],['who' 'be'],who,7,2,FR,text
302,513,"In 1876, which caretaker tried to make Peeves leave Hogwarts?",Rancorous Carpe,['1876' 'which' 'caretaker' 'try' 'make' 'peeve' 'leave' 'hogwarts'],['rancorous' 'carpe'],"['1876' 'which' 'caretaker' 'try' 'make' 'peeve' 'leave' 'hogwarts'
 'rancorous' 'carpe']",['which'],which,10,2,FR,text
303,516,Who does Bill Weasley marry?,Fleur Delacour,['who' 'do' 'bill' 'weasley' 'marry'],['fleur' 'delacour'],['who' 'do' 'bill' 'weasley' 'marry' 'fleur' 'delacour'],['who' 'do'],who,5,2,FR,text
304,519,What is the name of the wizarding prison in the Harry Potter series?,Azkaban,['what' 'be' 'name' 'wizarding' 'prison' 'harry' 'potter' 'series'],['azkaban'],"['what' 'be' 'name' 'wizarding' 'prison' 'harry' 'potter' 'series'
 'azkaban']",['what' 'be' 'name'],what,13,1,FR,text
305,520,Who is Hufflepuff's patron ghost?,Fat Friar,['who' 'be' 'hufflepuff' 'patron' 'ghost'],['fat' 'friar'],['who' 'be' 'hufflepuff' 'patron' 'ghost' 'fat' 'friar'],['who' 'be'],who,6,2,FR,text
306,522,How is mail delivered in the wizarding world?,By owl post.,['how' 'be' 'mail' 'deliver' 'wizarding' 'world'],['owl' 'post'],['how' 'be' 'mail' 'deliver' 'wizarding' 'world' 'owl' 'post'],['how' 'be'],how,8,3,EX,text
307,523,What is Madam Hooch's second job?,Quiddich Referee,['what' 'be' 'madam' 'hooch' 'second' 'job'],['quiddich' 'referee'],['what' 'be' 'madam' 'hooch' 'second' 'job' 'quiddich' 'referee'],['what' 'be'],what,7,2,FR,text
308,524,What is a spell used to mend broken objects?,Reparo,['what' 'be' 'spell' 'use' 'mend' 'broken' 'object'],['reparo'],['what' 'be' 'spell' 'use' 'mend' 'broken' 'object' 'reparo'],['what' 'be'],what,9,1,FR,text
309,525,What is the term for a witch or wizard who can see the future?,Seer,['what' 'be' 'term' 'witch' 'wizard' 'who' 'can' 'see' 'future'],['seer'],['what' 'be' 'term' 'witch' 'wizard' 'who' 'can' 'see' 'future' 'seer'],['what' 'be' 'who' 'can'],what,14,1,FR,text
310,527,Who is the professor of Transfiguration class?,McGonagall,['who' 'be' 'professor' 'transfiguration' 'class'],['mcgonagall'],['who' 'be' 'professor' 'transfiguration' 'class' 'mcgonagall'],['who' 'be'],who,7,1,FR,text
311,531,Who sent Harry his Firebolt?,Sirius Black,['who' 'send' 'harry' 'firebolt'],['sirius' 'black'],['who' 'send' 'harry' 'firebolt' 'sirius' 'black'],['who'],who,5,2,FR,text
312,534,Harry was raised by his mother’s sister. What was his aunt named?,Petunia,['harry' 'be' 'raise' 'mother' 'sister' 'what' 'aunt' 'name'],['petunia'],['harry' 'be' 'raise' 'mother' 'sister' 'what' 'aunt' 'name' 'petunia'],['be' 'what' 'name'],what,13,1,FR,text
313,536,Dittany is used primarily for what purpose?,Healing,['dittany' 'be' 'use' 'primarily' 'what' 'purpose'],['heal'],['dittany' 'be' 'use' 'primarily' 'what' 'purpose' 'heal'],['be' 'what'],what,7,1,FR,text
314,537,What is the magical equipment store in Hogsmeade?,Dervish and Banges,['what' 'be' 'magical' 'equipment' 'store' 'hogsmeade'],['dervish' 'banges'],['what' 'be' 'magical' 'equipment' 'store' 'hogsmeade' 'dervish' 'banges'],['what' 'be'],what,8,3,FR,text
315,539,What is Luna Lovegood’s father’s name?,Xenophilius Lovegood,['what' 'be' 'luna' 'lovegood' 'father' 'name'],['xenophilius' 'lovegood'],['what' 'be' 'luna' 'lovegood' 'father' 'name' 'xenophilius'],['what' 'be' 'name'],what,8,2,FR,text
316,540,What was the name of the company Vernon Dursley worked for?,Grunnings,['what' 'be' 'name' 'company' 'vernon' 'dursley' 'work'],['grunnings'],['what' 'be' 'name' 'company' 'vernon' 'dursley' 'work' 'grunnings'],['what' 'be' 'name'],what,11,1,FR,text
317,545,Which ghost haunts the second-floor girls' bathroom in Hogwarts?,Moaning Myrtle,['which' 'ghost' 'haunt' 'second' 'floor' 'girl' 'bathroom' 'hogwarts'],['moan' 'myrtle'],"['which' 'ghost' 'haunt' 'second' 'floor' 'girl' 'bathroom' 'hogwarts'
 'moan' 'myrtle']",['which'],which,10,2,FR,text
318,547,What type of cauldron do first-year students need?,Pewter,['what' 'type' 'cauldron' 'do' 'first' 'year' 'student' 'need'],['pewter'],['what' 'type' 'cauldron' 'do' 'first' 'year' 'student' 'need' 'pewter'],['what' 'do'],what,9,1,FR,text
319,548,Who is manipulated into vandalizing Hogwarts with messages about the Chamber of Secrets?,Ginny Weasley,"['who' 'be' 'manipulate' 'vandalize' 'hogwarts' 'message' 'chamber'
 'secret']",['ginny' 'weasley'],"['who' 'be' 'manipulate' 'vandalize' 'hogwarts' 'message' 'chamber'
 'secret' 'ginny' 'weasley']",['who' 'be'],who,13,2,FR,text
320,550,What is James Potter's Marauder nickname?,Prongs,['what' 'be' 'james' 'potter' 'marauder' 'nickname'],['prong'],['what' 'be' 'james' 'potter' 'marauder' 'nickname' 'prong'],['what' 'be'],what,7,1,FR,text
321,551,Where is the Hall of Prophecy?,Ministry of Magic,['where' 'be' 'hall' 'prophecy'],['ministry' 'magic'],['where' 'be' 'hall' 'prophecy' 'ministry' 'magic'],['where' 'be'],where,6,3,FR,text
322,556,What part of a Mandrake is potentially fatal?,Its scream,['what' 'part' 'mandrake' 'be' 'potentially' 'fatal'],['scream'],['what' 'part' 'mandrake' 'be' 'potentially' 'fatal' 'scream'],['what' 'be'],what,8,2,FR,text
323,558,Who is Slytherin's patron ghost?,Bloody Baron,['who' 'be' 'slytherin' 'patron' 'ghost'],['bloody' 'baron'],['who' 'be' 'slytherin' 'patron' 'ghost' 'bloody' 'baron'],['who' 'be'],who,6,2,FR,text
324,559,What is the incantation for the Exploding Charm?,Bombarda,['what' 'be' 'incantation' 'exploding' 'charm'],['bombarda'],['what' 'be' 'incantation' 'exploding' 'charm' 'bombarda'],['what' 'be'],what,8,1,FR,text
325,562,What is the name of the magical object that allows the user to become invisible?,The Cloak of Invisibility,['what' 'be' 'name' 'magical' 'object' 'allow' 'user' 'become' 'invisible'],['cloak' 'invisibility'],"['what' 'be' 'name' 'magical' 'object' 'allow' 'user' 'become' 'invisible'
 'cloak' 'invisibility']",['what' 'be' 'name'],what,15,4,FR,text
326,563,Where is the British and Irish Quidditch League Headquarters located?,The Ministry of Magic,"['where' 'be' 'british' 'irish' 'quidditch' 'league' 'headquarters'
 'locate']",['ministry' 'magic'],"['where' 'be' 'british' 'irish' 'quidditch' 'league' 'headquarters'
 'locate' 'ministry' 'magic']",['where' 'be'],where,10,4,FR,text
327,564,What is the name of the game played on broomsticks in the Harry Potter series?,Quidditch,['what' 'be' 'name' 'game' 'play' 'broomstick' 'harry' 'potter' 'series'],['quidditch'],"['what' 'be' 'name' 'game' 'play' 'broomstick' 'harry' 'potter' 'series'
 'quidditch']",['what' 'be' 'name'],what,15,1,FR,text
328,566,Starfish and Stick is a tactic used by what Quidditch position?,Keeper,['starfish' 'stick' 'be' 'tactic' 'use' 'what' 'quidditch' 'position'],['keeper'],"['starfish' 'stick' 'be' 'tactic' 'use' 'what' 'quidditch' 'position'
 'keeper']",['be' 'what'],what,11,1,FR,text
329,568,"What do Harry, Ron and Hermione find in the locked cabinet of a writing desk at the Order of the Phoenix Headquarters?",A Boggart,"['what' 'do' 'harry' 'ron' 'hermione' 'find' 'locked' 'cabinet' 'writing'
 'desk' 'order' 'phoenix' 'headquarters']",['boggart'],"['what' 'do' 'harry' 'ron' 'hermione' 'find' 'locked' 'cabinet' 'writing'
 'desk' 'order' 'phoenix' 'headquarters' 'boggart']",['what' 'do'],what,22,2,FR,text
330,569,What item in the Headmaster's Office allows you to review bottled memories?,The Pensieve,['what' 'item' 'headmaster' 'office' 'allow' 'review' 'bottled' 'memory'],['pensieve'],"['what' 'item' 'headmaster' 'office' 'allow' 'review' 'bottled' 'memory'
 'pensieve']",['what'],what,13,2,FR,text
331,571,What is the name of the Hogwarts caretaker who is always complaining about the students?,Argus Filch,"['what' 'be' 'name' 'hogwarts' 'caretaker' 'who' 'always' 'complain'
 'student']",['argus' 'filch'],"['what' 'be' 'name' 'hogwarts' 'caretaker' 'who' 'always' 'complain'
 'student' 'argus' 'filch']",['what' 'be' 'name' 'who'],what,15,2,FR,text
332,574,What are fluxweed and Boomslang skin used for?,Polyjuice,['what' 'be' 'fluxweed' 'boomslang' 'skin' 'use'],['polyjuice'],['what' 'be' 'fluxweed' 'boomslang' 'skin' 'use' 'polyjuice'],['what' 'be'],what,8,1,FR,text
333,575,Who invented the Snitch in the Harry Potter series?,Bowman Wright,['who' 'invent' 'snitch' 'harry' 'potter' 'series'],['bowman' 'wright'],['who' 'invent' 'snitch' 'harry' 'potter' 'series' 'bowman' 'wright'],['who'],who,9,2,FR,text
334,576,Who invented the Cheering Charm?,Felix Summerbee,['who' 'invent' 'cheering' 'charm'],['felix' 'summerbee'],['who' 'invent' 'cheering' 'charm' 'felix' 'summerbee'],['who'],who,5,2,FR,text
335,577,"Who was Harry's first kiss, and in what book?","Cho Chang, Book 5.",['who' 'be' 'harry' 'first' 'kiss' 'what' 'book'],['cho' 'chang' 'book'],['who' 'be' 'harry' 'first' 'kiss' 'what' 'book' 'cho' 'chang'],['who' 'be' 'what'],who,10,4,FR,text
336,578,What was the name of the orphanage where Lord Voldemort grew up?,Wool's Orphanage,['what' 'be' 'name' 'orphanage' 'where' 'lord' 'voldemort' 'grow'],['wool' 'orphanage'],['what' 'be' 'name' 'orphanage' 'where' 'lord' 'voldemort' 'grow' 'wool'],['what' 'be' 'name' 'where'],what,12,3,FR,text
337,579,What was the primary reason for the creation of the International Statute of Wizarding Secrecy?,Persecution by Muggles,"['what' 'be' 'primary' 'reason' 'creation' 'international' 'statute'
 'wizarding' 'secrecy']",['persecution' 'muggles'],"['what' 'be' 'primary' 'reason' 'creation' 'international' 'statute'
 'wizarding' 'secrecy' 'persecution' 'muggles']",['what' 'be'],what,15,3,FR,text
338,580,What kind of spell is Flipendo?,Jinx,['what' 'kind' 'spell' 'be' 'flipendo'],['jinx'],['what' 'kind' 'spell' 'be' 'flipendo' 'jinx'],['what' 'be'],what,6,1,FR,text
339,582,Name the three different types of balls used in Quidditch.,"Quaffle, Bludger, Snitch.",['name' 'three' 'different' 'type' 'ball' 'use' 'quidditch'],['quaffle' 'bludger' 'snitch'],"['name' 'three' 'different' 'type' 'ball' 'use' 'quidditch' 'quaffle'
 'bludger' 'snitch']",['name'],name,10,3,FR,text
340,583,What magical plant resembles a withered tree stump?,Snargaluff,['what' 'magical' 'plant' 'resemble' 'withered' 'tree' 'stump'],['snargaluff'],"['what' 'magical' 'plant' 'resemble' 'withered' 'tree' 'stump'
 'snargaluff']",['what'],what,8,1,FR,text
341,585,Which character in the Harry Potter series is known for wearing radish earrings?,Luna Lovegood,"['which' 'character' 'harry' 'potter' 'series' 'be' 'know' 'wear' 'radish'
 'earring']",['luna' 'lovegood'],"['which' 'character' 'harry' 'potter' 'series' 'be' 'know' 'wear' 'radish'
 'earring' 'luna' 'lovegood']",['which' 'be'],which,13,2,FR,text
342,588,Who is Ravenclaw's patron ghost?,The Grey Lady,['who' 'be' 'ravenclaw' 'patron' 'ghost'],['grey' 'lady'],['who' 'be' 'ravenclaw' 'patron' 'ghost' 'grey' 'lady'],['who' 'be'],who,6,3,FR,text
343,590,What color is Teddy Lupin's hair when he is born?,Black,['what' 'color' 'be' 'teddy' 'lupin' 'hair' 'when' 'bear'],['black'],['what' 'color' 'be' 'teddy' 'lupin' 'hair' 'when' 'bear' 'black'],['what' 'be' 'when'],what,11,1,FR,text
344,594,Who is the conductor of the Frog Choir?,Filius Flitwick,['who' 'be' 'conductor' 'frog' 'choir'],['filius' 'flitwick'],['who' 'be' 'conductor' 'frog' 'choir' 'filius' 'flitwick'],['who' 'be'],who,8,2,FR,text
345,597,What are the two pubs in Hogsmeade called?,The Three Broomsticks and The Hog's Head.,['what' 'be' 'two' 'pub' 'hogsmeade' 'call'],['three' 'broomstick' 'hog' 'head'],"['what' 'be' 'two' 'pub' 'hogsmeade' 'call' 'three' 'broomstick' 'hog'
 'head']",['what' 'be'],what,8,8,FR,text
346,598,"What is the counter spell for Accio, Summoning Charm?",Depulso,['what' 'be' 'counter' 'spell' 'accio' 'summoning' 'charm'],['depulso'],['what' 'be' 'counter' 'spell' 'accio' 'summoning' 'charm' 'depulso'],['what' 'be'],what,9,1,FR,text
347,601,"Before the start of his second year at Hogwarts, how do the Weasley's manage to save Harry from the Dursley's house?",With a flying car,"['start' 'second' 'year' 'hogwarts' 'how' 'do' 'weasley' 'manage' 'save'
 'harry' 'dursley' 'house']",['fly' 'car'],"['start' 'second' 'year' 'hogwarts' 'how' 'do' 'weasley' 'manage' 'save'
 'harry' 'dursley' 'house' 'fly' 'car']",['how' 'do'],how,23,4,EX,text
